time,c_air,c_soil,c_veg,co2_ppm,p00_type,p00_stage,p00_stress,p01_type,p01_stage,p01_stress,p02_type,p02_stage,p02_stress,p03_type,p03_stage,p03_stress,p04_type,p04_stage,p04_stress,p05_type,p05_stage,p05_stress,p10_type,p10_stage,p10_stress,p11_type,p11_stage,p11_stress,p12_type,p12_stage,p12_stress,p13_type,p13_stage,p13_stress,p14_type,p14_stage,p14_stress,p15_type,p15_stage,p15_stress,p20_type,p20_stage,p20_stress,p21_type,p21_stage,p21_stress,p22_type,p22_stage,p22_stress,p23_type,p23_stage,p23_stress,p24_type,p24_stage,p24_stress,p25_type,p25_stage,p25_stress,p30_type,p30_stage,p30_stress,p31_type,p31_stage,p31_stress,p32_type,p32_stage,p32_stress,p33_type,p33_stage,p33_stress,p34_type,p34_stage,p34_stress,p35_type,p35_stage,p35_stress,p40_type,p40_stage,p40_stress,p41_type,p41_stage,p41_stress,p42_type,p42_stage,p42_stress,p43_type,p43_stage,p43_stress,p44_type,p44_stage,p44_stress,p45_type,p45_stage,p45_stress,p50_type,p50_stage,p50_stress,p51_type,p51_stage,p51_stress,p52_type,p52_stage,p52_stress,p53_type,p53_stage,p53_stress,p54_type,p54_stage,p54_stress,p55_type,p55_stage,p55_stress
0,2699999993767884423.00,0.00,6232115577.00,1200.75,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0
1,2699998399893083854.63,2388146689.11,1597718769456.26,1200.75,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0
2,2699989479314114852.69,614533676983.80,9906152208163.51,1200.75,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0
3,2699965072465716938.58,4384760788718.74,30542773494342.67,1200.73,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0
4,2699914976584670737.65,15904591638624.67,69118823690637.69,1200.71,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0,C,1,0
5,2699827031524112252.76,41722932028054.79,131245543859692.45,1200.67,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0
6,2699687201963645938.48,90263861289910.63,222534175064150.89,1200.61,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0
7,2699479656166633026.00,171747875000317.02,348595958366656.97,1200.52,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0
8,2699186841429673738.68,298116435496406.67,515042134829854.66,1200.39,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0
9,2698789556363211254.36,482959691272357.91,727483945516387.73,1200.21,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0
10,2698267020136350301.23,741447232160798.67,991532631488900.09,1199.98,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0
11,2697596938813393372.55,1090261752796591.65,1312799433810035.80,1199.68,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0
12,2696755568904242420.60,1547535502215140.50,1696895593542438.89,1199.31,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0
13,2695717778245683679.93,2132789402567567.30,2149432351748752.76,1198.85,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0
14,2694457104325658526.44,2866874724849851.64,2676020949491621.91,1198.28,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0
15,2692945810157914962.91,3771917214251347.47,3282272627833689.62,1197.61,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0
16,2691154937809923738.64,4871263562238660.82,3973798627837600.53,1196.82,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0
17,2689054359682621996.75,6189430126812005.79,4756210190565997.46,1195.88,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0
18,2686612827636407682.11,7752053806510791.86,5635118557081526.04,1194.80,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0
19,2683798020053842191.76,9585844977710979.51,6616134968446828.72,1193.54,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0
20,2680576586925719505.97,11718542408555943.45,7704870665724550.58,1192.11,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0
21,2676914193043520423.97,14178870066502241.96,8906936889977334.07,1190.48,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0
22,2672775559377783712.44,16996495739948462.74,10227944882267824.82,1188.64,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0
23,2668124502718585677.13,20201991397755657.86,11673505883658665.01,1186.57,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0
24,2662923973651119582.57,23826795213667920.03,13249231135212497.40,1184.26,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0
25,2657136092936300730.99,27903175185707297.08,14960731877991971.92,1181.69,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0
26,2650722186363386160.71,32464194283554114.28,16813619353059725.01,1178.84,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0,C,2,0
27,2643642818138784267.36,37543677059737327.47,18813504801478405.17,1175.69,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0
28,2635857822872534458.68,43176177663154885.88,20965999464310655.44,1172.22,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0
29,2627326336221354656.69,49396949196026223.86,23276714582619119.44,1168.43,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0
30,2618006824244680790.44,56241914357852769.06,25751261397466440.50,1164.29,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0
31,2607857111527752638.58,63747637322332092.57,28395251149915268.85,1159.77,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0
32,2596834408123530091.26,71951296795441676.18,31214295081028232.56,1154.87,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0
33,2584895335363048864.41,80890660205083145.08,34214004431867990.52,1149.56,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0
34,2571995950581741350.28,90604058974761465.98,37399990443497183.73,1143.82,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0
35,2558091770807251947.50,101130364835769607.62,40777864356978444.88,1137.64,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0
36,2543137795452364142.39,112508967134261424.76,44353237413374432.85,1130.99,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0
37,2527088528054824674.88,124779751091427526.96,48131720853747798.16,1123.85,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0
38,2509897997104095109.45,137983076976743726.56,52118925919161163.99,1116.21,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0
39,2491519775993379780.87,152159760155943047.78,56320463850677171.35,1108.03,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0
40,2471907002133668570.07,167351051976972932.08,60741945889358497.84,1099.31,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0
41,2451012395264990007.82,183598621458742243.68,65388983276267748.50,1090.02,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0
42,2428788274998591545.43,200944537748940873.24,70267187252467581.33,1080.14,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0
43,2405186577622348404.67,219431253318630937.51,75382169059020657.81,1069.64,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0
44,2380158872200345255.70,239101587862665154.13,80739539936989590.16,1058.51,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0
45,2353656375996275331.31,259998712876287630.84,86344911127437037.84,1046.72,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0
46,2325629969249056920.04,282166136879517427.14,92203893871425652.82,1034.26,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0
47,2296030209327873888.64,305647691262108009.03,98322099410018102.32,1021.10,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0
48,2264807344292704617.85,330487516723018409.49,104705138984276972.66,1007.21,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0
49,2231911325885308485.70,356730050279426572.58,111358623835264941.72,992.58,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0
50,2197291821974591168.25,384420012821364181.23,118288165204044650.52,977.18,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0
51,2160898228479264465.47,413602397189056794.73,125499374331678739.80,961.00,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0
52,2122679680789754426.99,444322456751015703.14,132997862459229869.88,944.00,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0,C,3,0
